hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
Resort Hotel,64,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,84.8,0,1
Resort Hotel,53,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,107,1,0
Resort Hotel,24,2,3,3,1,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,0,Transient,195,0,1
Resort Hotel,24,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,164,0,0
Resort Hotel,23,2,5,2,2,0,BB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,0,Transient,195,0,0
Resort Hotel,53,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,125,0,2
Resort Hotel,23,2,5,2,2,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,0,Transient,195,0,0
Resort Hotel,90,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,132.3,0,3
Resort Hotel,79,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,145,0,2
Resort Hotel,43,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,92,0,0
Resort Hotel,90,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,132.3,0,3
Resort Hotel,65,2,6,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,147,0,2
Resort Hotel,65,2,6,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,167,1,2
Resort Hotel,99,2,6,3,0,0,BB,FRA,Direct,Direct,0,0,0,H,H,0,No Deposit,0,Transient,210,0,1
Resort Hotel,25,3,7,2,0,0,HB,ESP,Direct,Direct,0,0,0,F,F,1,No Deposit,0,Transient,194.9,0,2
Resort Hotel,92,1,2,2,0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,0,Transient,103.5,1,3
Resort Hotel,91,1,2,2,1,0,BB,BWA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,0,Transient,118.5,0,3
Resort Hotel,38,1,2,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient,192,0,1
Resort Hotel,6,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,128.27,0,0
Resort Hotel,38,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,135,0,0
Resort Hotel,13,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.3,0,2
Resort Hotel,32,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,154,0,0
Resort Hotel,315,1,2,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,96.3,0,0
Resort Hotel,8,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,126.3,0,2
Resort Hotel,0,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,L,C,0,No Deposit,0,Transient,136,0,0
Resort Hotel,91,1,2,2,1,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,0,Transient,118.5,0,3
Resort Hotel,3,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,116.33,1,1
Resort Hotel,9,2,2,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,164,0,1
Resort Hotel,19,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,0,Transient,147.67,0,2
Resort Hotel,25,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,145,0,0
Resort Hotel,108,2,4,2,1,0,HB,LUX,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,147,1,2
Resort Hotel,37,2,4,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,168.3,0,0
Resort Hotel,45,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,167,0,0
Resort Hotel,64,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,137.75,1,1
Resort Hotel,44,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,0,Transient,145,0,0
Resort Hotel,26,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,132.6,1,0
Resort Hotel,96,2,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,147,0,0
Resort Hotel,123,2,2,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient,157,0,2
Resort Hotel,42,2,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,210,0,0
Resort Hotel,59,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,132.5,0,0
Resort Hotel,28,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,98.02,0,1
Resort Hotel,106,2,3,2,1,1,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,126,0,2
Resort Hotel,1,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,173,0,1
Resort Hotel,0,0,1,2,2,0,FB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,249,0,0
Resort Hotel,4,1,1,1,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,186.5,0,0
Resort Hotel,3,2,1,1,0,0,BB,CN,Direct,Direct,0,0,0,D,E,0,No Deposit,0,Transient,95,0,1
Resort Hotel,73,2,5,2,1,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,241.5,0,2
Resort Hotel,44,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,177,1,0
Resort Hotel,95,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,153.73,1,0
Resort Hotel,94,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,115,0,1
Resort Hotel,40,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,127.03,0,2
Resort Hotel,64,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,128.25,0,1
Resort Hotel,64,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,128.25,0,1
Resort Hotel,94,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,115,0,1
Resort Hotel,57,2,6,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,135,0,1
Resort Hotel,60,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,167,0,0
Resort Hotel,57,2,6,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,135,0,1
Resort Hotel,87,4,10,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,124.5,0,0
Resort Hotel,0,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,98,0,0
Resort Hotel,0,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Group,98,1,0
Resort Hotel,6,1,0,2,0,0,BB,NLD,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,135,0,0
Resort Hotel,0,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Group,88.2,0,0
Resort Hotel,19,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.6,1,1
Resort Hotel,4,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,154.5,1,2
Resort Hotel,59,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,145,0,0
Resort Hotel,44,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,92,0,0
Resort Hotel,37,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,154,0,0
Resort Hotel,66,2,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,115,0,1
Resort Hotel,38,2,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,110.53,0,0
Resort Hotel,62,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,158.5,0,1
Resort Hotel,41,2,5,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,131.37,0,1
Resort Hotel,60,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.71,0,0
Resort Hotel,104,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,123,0,1
Resort Hotel,62,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,158.5,0,1
Resort Hotel,117,2,5,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,117.84,0,2
Resort Hotel,31,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,154,0,0
Resort Hotel,34,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,116.85,0,0
Resort Hotel,47,2,4,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,129.16,0,1
Resort Hotel,24,2,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,214,0,0
Resort Hotel,104,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,115,0,2
Resort Hotel,104,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,123,0,1
Resort Hotel,32,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,123,0,0
Resort Hotel,47,3,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,195,0,0
Resort Hotel,29,4,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,0,Contract,135.2,0,0
Resort Hotel,30,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,123,0,2
Resort Hotel,123,2,4,2,0,1,BB,ESP,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,0,Transient,130.5,0,1
Resort Hotel,14,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,123,0,0
Resort Hotel,118,1,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,179.1,0,2
Resort Hotel,0,0,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,I,0,No Deposit,0,Transient,0,0,0
Resort Hotel,0,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,0,Transient,0,0,1
Resort Hotel,79,1,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,115,0,3
Resort Hotel,63,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,115,0,0
Resort Hotel,68,1,3,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,C,3,No Deposit,0,Transient,103.5,1,2
Resort Hotel,96,1,3,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,157,1,0
Resort Hotel,41,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,135,0,1
Resort Hotel,46,1,3,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,111.65,0,0
Resort Hotel,41,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,135,0,1
Resort Hotel,60,1,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,195,0,0
Resort Hotel,41,1,4,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,104,0,0
Resort Hotel,69,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,135,0,0
Resort Hotel,41,1,5,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,214,0,1
Resort Hotel,52,1,5,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,133.17,0,0
Resort Hotel,41,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,141.33,0,1
Resort Hotel,89,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,121.01,0,1
Resort Hotel,28,2,5,2,1,0,FB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,240.64,0,0
Resort Hotel,65,2,5,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,167.5,0,0
Resort Hotel,82,2,5,2,0,1,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,152.43,0,3
Resort Hotel,42,2,5,2,0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,148.34,0,0
Resort Hotel,62,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,167,0,1
Resort Hotel,86,2,5,2,1,0,HB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,172.93,0,1
Resort Hotel,118,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,179.1,0,1
Resort Hotel,28,2,5,2,1,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,192.5,0,1
Resort Hotel,52,3,6,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,92,0,0
Resort Hotel,49,3,6,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,111.2,0,0
Resort Hotel,39,3,7,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,141.6,0,1
Resort Hotel,39,3,7,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,141.6,0,1
Resort Hotel,39,3,7,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,141.6,0,1
Resort Hotel,7,3,8,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,200,0,0
Resort Hotel,7,3,8,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,200,0,0
Resort Hotel,42,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,157,0,0
Resort Hotel,5,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,0,No Deposit,0,Transient,99.5,0,0
Resort Hotel,81,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,115,0,2
Resort Hotel,63,0,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,195,0,0
Resort Hotel,61,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,103.5,0,0
Resort Hotel,8,0,5,3,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,0,Transient,207,1,0
Resort Hotel,89,1,5,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,163.33,1,1
Resort Hotel,57,2,5,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,151.86,0,0
Resort Hotel,102,2,5,3,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,95.57,0,1
Resort Hotel,108,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,112.05,0,1
Resort Hotel,28,2,7,2,1,0,BB,IRL,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,160,0,1
Resort Hotel,29,2,8,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,103.18,0,1
Resort Hotel,0,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,153,1,0
Resort Hotel,96,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,119.75,0,1
Resort Hotel,44,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,135,0,1
Resort Hotel,44,0,4,2,1,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,167.69,0,1
Resort Hotel,44,0,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,195,0,1
Resort Hotel,44,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,135,0,1
Resort Hotel,41,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,178.4,0,0
Resort Hotel,16,0,0,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,I,0,No Deposit,0,Transient,0,0,0
Resort Hotel,73,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,I,1,No Deposit,0,Transient,0,0,1
Resort Hotel,3,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,154,1,1
Resort Hotel,0,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,134,0,0
Resort Hotel,55,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,112,0,0
Resort Hotel,33,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient-Party,194,1,1
Resort Hotel,19,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,153,0,0
Resort Hotel,55,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,135,0,0
Resort Hotel,33,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,184,0,1
Resort Hotel,19,1,3,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,210,0,0
Resort Hotel,19,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,139,0,0
Resort Hotel,117,2,3,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,0,Transient,101.46,1,0
Resort Hotel,72,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,145,0,0
Resort Hotel,19,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,173,0,0
Resort Hotel,34,2,6,3,0,0,HB,ROU,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,217.05,1,1
Resort Hotel,9,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient-Party,164,0,2
Resort Hotel,8,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,0,Transient-Party,173,0,2
Resort Hotel,36,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,112.5,0,0
Resort Hotel,22,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,153,0,2
Resort Hotel,22,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,173,0,2
Resort Hotel,22,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,153,0,2
Resort Hotel,36,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,134,0,0
Resort Hotel,22,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,153,0,2
Resort Hotel,22,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,233,0,2
Resort Hotel,18,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,G,0,No Deposit,0,Transient,154,0,0
Resort Hotel,8,0,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,0,Transient-Party,173,0,2
Resort Hotel,67,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,135,0,1
Resort Hotel,105,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,132.5,0,0
Resort Hotel,1,1,2,3,0,0,BB,RUS,Online TA,TA/TO,0,0,0,H,H,2,No Deposit,0,Transient,222.67,0,0
Resort Hotel,67,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,135,0,1
Resort Hotel,39,0,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107,0,0
Resort Hotel,45,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,127,0,0
Resort Hotel,45,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,135,0,0
Resort Hotel,14,2,2,2,0,0,BB,SVN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,149.7,1,1
Resort Hotel,53,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,161.25,0,0
Resort Hotel,28,2,2,2,0,0,BB,ALB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107,0,0
Resort Hotel,55,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,75.44,0,1
Resort Hotel,55,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,75.44,0,1
Resort Hotel,25,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,115,0,0
Resort Hotel,43,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,159.2,0,1
Resort Hotel,109,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,163.29,0,2
Resort Hotel,62,2,6,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,210,0,0
Resort Hotel,25,2,6,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,154,0,2
Resort Hotel,43,2,7,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,166,0,0
Resort Hotel,35,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,132.5,0,0
Resort Hotel,42,3,7,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107,0,0
Resort Hotel,312,4,10,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,121.98,0,1
Resort Hotel,30,0,0,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,0,0,0
Resort Hotel,47,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,133,0,0
Resort Hotel,40,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,107,0,0
Resort Hotel,11,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,117.81,0,0
Resort Hotel,39,0,1,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,107,0,0
Resort Hotel,39,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.6,0,0
Resort Hotel,1,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,0,Transient,147,0,0
Resort Hotel,12,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,153,0,2
Resort Hotel,16,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,153,0,1
Resort Hotel,16,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,134,0,0
Resort Hotel,12,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,153,0,1
Resort Hotel,51,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,118,0,0
Resort Hotel,67,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,134,0,1
Resort Hotel,52,2,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,135,0,2
